dress_id,name,type,color,color_family,suitable_skin_tones,suitable_body_types,occasion,style_category,fabric,pattern,fit,season,gender,brand,price_range,price_min,price_max,price,mrp,discount_pct,rating,rating_count,care,tags,description,image_url,myntra_url,flipkart_url,meesho_url
DRS0248,Graceful Olive Maxi Dress,Maxi Dress,Olive,Green,Dusky|Fair|Wheatish,Hourglass|Inverted Triangle|Pear,Casual|Festive,Western,Net,Printed,Flowy,Summer|Festive,Women,Forever 21,₹3000-₹8000,3000,8000,7720,8869,13.0,4.7,585,Hand wash cold,festive|maxi dress|green|olive|fair|dusky|printed|net|wheatish|summer festive|casual|western,"A western maxi dress in olive with printed design. Crafted in Net (Hand wash cold). Perfect for Casual, Festive. Best suited for Dusky, Fair, Wheatish skin tones and Hourglass, Inverted Triangle, Pear body types. By Forever 21.",https://picsum.photos/seed/maxi-dress-olive-247/600/800,https://www.myntra.com/maxi-dress-olive?rawQuery=Graceful+Olive+Maxi+Dress+Casual+Festive,https://www.flipkart.com/search?q=Graceful+Olive+Maxi+Dress+Casual+Festive,https://meesho.com/search?q=maxi-dress+olive
DRS0249,Contemporary Tangerine Co-ord Set,Co-ord Set,Tangerine,Orange,Dusky|Fair|Wheatish,Apple|Inverted Triangle|Pear|Rectangle,Party,Western,Cotton,Floral,Regular,Summer|Monsoon,Women,AND,₹3000-₹8000,3000,8000,6872,7745,11.3,3.7,118,Machine wash cold,cotton|orange|fair|co-ord set|floral|dusky|tangerine|wheatish|summer monsoon|party|western,"A western co-ord set in tangerine with floral design. Crafted in Cotton (Machine wash cold). Perfect for Party. Best suited for Dusky, Fair, Wheatish skin tones and Apple, Inverted Triangle, Pear, Rectangle body types. By AND.",https://picsum.photos/seed/co-ord-set-tangerine-248/600/800,https://www.myntra.com/co-ord-set-tangerine?rawQuery=Contemporary+Tangerine+Co-ord+Set+Party,https://www.flipkart.com/search?q=Contemporary+Tangerine+Co-ord+Set+Party,https://meesho.com/search?q=co-ord-set+tangerine
DRS0250,Regal Taupe Co-ord Set,Co-ord Set,Taupe,Neutral,Fair|Wheatish,Apple|Hourglass,Casual|Date Night|Office,Fusion,Georgette,Floral,Regular,All Season,Women,Lakshita,₹1000-₹3000,1000,3000,1497,1584,5.5,3.8,683,Hand wash cold,fair|fusion|date night|neutral|co-ord set|floral|taupe|office|wheatish|all season|georgette|casual,"A fusion co-ord set in taupe with floral design. Crafted in Georgette (Hand wash cold). Perfect for Casual, Date Night, Office. Best suited for Fair, Wheatish skin tones and Apple, Hourglass body types. By Lakshita.",https://picsum.photos/seed/co-ord-set-taupe-249/600/800,https://www.myntra.com/co-ord-set-taupe?rawQuery=Regal+Taupe+Co-ord+Set+Office+Date+Night+Casual,https://www.flipkart.com/search?q=Regal+Taupe+Co-ord+Set+Office+Date+Night+Casual,https://meesho.com/search?q=co-ord-set+taupe
DRS0251,Regal Mauve Lehenga,Lehenga,Mauve,Pink,Deep|Dusky|Fair,Apple|Inverted Triangle|Pear,Festive|Party,Fusion,Georgette,Floral,Flared,All Season,Women,Rangriti,₹3000-₹8000,3000,8000,6874,9008,23.7,4.6,257,Hand wash cold,festive|deep|pink|fair|fusion|floral|dusky|lehenga|all season|georgette|party|mauve,"A fusion lehenga in mauve with floral design. Crafted in Georgette (Hand wash cold). Perfect for Festive, Party. Best suited for Deep, Dusky, Fair skin tones and Apple, Inverted Triangle, Pear body types. By Rangriti.",https://picsum.photos/seed/lehenga-mauve-250/600/800,https://www.myntra.com/lehenga-mauve?rawQuery=Regal+Mauve+Lehenga+Party+Festive,https://www.flipkart.com/search?q=Regal+Mauve+Lehenga+Party+Festive,https://meesho.com/search?q=lehenga+mauve
DRS0252,Minimal Bottle Green Salwar Suit,Salwar Suit,Bottle Green,Green,Deep|Dusky|Fair|Wheatish,Apple|Pear|Rectangle,Casual,Traditional,Georgette,Floral,Regular,All Season,Women,Biba,₹500-₹1000,500,1000,913,1069,14.6,4.0,1005,Hand wash cold,deep|green|fair|bottle green|floral|dusky|wheatish|all season|georgette|casual|salwar suit|traditional,"A traditional salwar suit in bottle green with floral design. Crafted in Georgette (Hand wash cold). Perfect for Casual. Best suited for Deep, Dusky, Fair, Wheatish skin tones and Apple, Pear, Rectangle body types. By Biba.",https://picsum.photos/seed/salwar-suit-bottle-green-251/600/800,https://www.myntra.com/salwar-suit-bottle-green?rawQuery=Minimal+Bottle+Green+Salwar+Suit+Casual,https://www.flipkart.com/search?q=Minimal+Bottle+Green+Salwar+Suit+Casual,https://meesho.com/search?q=salwar-suit+bottle-green
DRS0253,Regal Terracotta Maxi Dress,Maxi Dress,Terracotta,Orange,Deep|Dusky|Fair|Wheatish,Apple|Rectangle,Date Night|Festive|Party,Western,Georgette,Floral,Flowy,All Season,Women,Zara,₹1000-₹3000,1000,3000,1833,3009,39.1,4.8,280,Hand wash cold,festive|deep|maxi dress|orange|fair|terracotta|date night|floral|dusky|wheatish|all season|georgette|party|western,"A western maxi dress in terracotta with floral design. Crafted in Georgette (Hand wash cold). Perfect for Date Night, Festive, Party. Best suited for Deep, Dusky, Fair, Wheatish skin tones and Apple, Rectangle body types. By Zara.",https://picsum.photos/seed/maxi-dress-terracotta-252/600/800,https://www.myntra.com/maxi-dress-terracotta?rawQuery=Regal+Terracotta+Maxi+Dress+Party+Date+Night+Festive,https://www.flipkart.com/search?q=Regal+Terracotta+Maxi+Dress+Party+Date+Night+Festive,https://meesho.com/search?q=maxi-dress+terracotta
DRS0254,Regal Rani Pink Saree Rani Pink 2,Saree,Rani Pink,Pink,Deep|Dusky,Apple|Hourglass|Inverted Triangle|Rectangle,Date Night|Festive|Wedding,Indo-Western,Net,Floral,Draped,Summer|Festive,Women,Libas,₹1000-₹3000,1000,3000,1389,1836,24.3,4.8,577,Hand wash cold,festive|wedding|rani pink|pink|deep|date night|indo-western|floral|dusky|saree|net|summer festive,"A indo-western saree in rani pink with floral design. Crafted in Net (Hand wash cold). Perfect for Date Night, Festive, Wedding. Best suited for Deep, Dusky skin tones and Apple, Hourglass, Inverted Triangle, Rectangle body types. By Libas.",https://picsum.photos/seed/saree-rani-pink-253/600/800,https://www.myntra.com/saree-rani-pink?rawQuery=Regal+Rani+Pink+Saree+Wedding+Date+Night+Festive,https://www.flipkart.com/search?q=Regal+Rani+Pink+Saree+Wedding+Date+Night+Festive,https://meesho.com/search?q=saree+rani-pink
DRS0255,Minimal Violet Saree,Saree,Violet,Purple,Dusky|Wheatish,Apple|Hourglass|Pear,Date Night|Festive|Wedding,Fusion,Cotton,Floral,Draped,Summer|Monsoon,Women,Sangria,₹1000-₹3000,1000,3000,1193,1690,29.4,3.9,950,Machine wash cold,cotton|festive|wedding|fusion|date night|violet|floral|dusky|saree|wheatish|summer monsoon|purple,"A fusion saree in violet with floral design. Crafted in Cotton (Machine wash cold). Perfect for Date Night, Festive, Wedding. Best suited for Dusky, Wheatish skin tones and Apple, Hourglass, Pear body types. By Sangria.",https://picsum.photos/seed/saree-violet-254/600/800,https://www.myntra.com/saree-violet?rawQuery=Minimal+Violet+Saree+Date+Night+Wedding+Festive,https://www.flipkart.com/search?q=Minimal+Violet+Saree+Date+Night+Wedding+Festive,https://meesho.com/search?q=saree+violet
DRS0256,Regal Smoky Black Gown,Gown,Smoky Black,Black,Deep|Dusky|Fair|Wheatish,Apple|Hourglass|Inverted Triangle|Rectangle,Date Night|Party|Wedding,Fusion,Net,Printed,Fitted,Summer|Festive,Unisex,Rangriti,₹1000-₹3000,1000,3000,1198,1322,9.4,4.8,537,Hand wash cold,wedding|deep|smoky black|party|fair|fusion|date night|gown|dusky|printed|net|wheatish|summer festive|black,"A fusion gown in smoky black with printed design. Crafted in Net (Hand wash cold). Perfect for Date Night, Party, Wedding. Best suited for Deep, Dusky, Fair, Wheatish skin tones and Apple, Hourglass, Inverted Triangle, Rectangle body types. By Rangriti.",https://picsum.photos/seed/gown-smoky-black-255/600/800,https://www.myntra.com/gown-smoky-black?rawQuery=Regal+Smoky+Black+Gown+Date+Night+Party+Wedding,https://www.flipkart.com/search?q=Regal+Smoky+Black+Gown+Date+Night+Party+Wedding,https://meesho.com/search?q=gown+smoky-black
DRS0257,Luxe Amber Gown,Gown,Amber,Yellow,Deep|Dusky|Wheatish,Hourglass|Inverted Triangle|Rectangle,Date Night|Party|Wedding,Fusion,Silk,Solid,Fitted,Winter|Festive,Unisex,Lakshita,₹3000-₹8000,3000,8000,6531,10109,35.4,3.9,154,Dry clean only,wedding|deep|winter festive|party|fusion|silk|date night|gown|dusky|wheatish|yellow|amber|solid,"A fusion gown in amber with solid design. Crafted in Silk (Dry clean only). Perfect for Date Night, Party, Wedding. Best suited for Deep, Dusky, Wheatish skin tones and Hourglass, Inverted Triangle, Rectangle body types. By Lakshita.",https://picsum.photos/seed/gown-amber-256/600/800,https://www.myntra.com/gown-amber?rawQuery=Luxe+Amber+Gown+Wedding+Date+Night+Party,https://www.flipkart.com/search?q=Luxe+Amber+Gown+Wedding+Date+Night+Party,https://meesho.com/search?q=gown+amber
DRS0258,Embroidered Emerald Co-ord Set,Co-ord Set,Emerald,Green,Deep|Dusky,Apple|Hourglass|Inverted Triangle|Rectangle,Casual|Office|Party,Indo-Western,Cotton,Embroidered,Regular,Summer|Monsoon,Women,Indya,₹3000-₹8000,3000,8000,5902,7584,22.2,3.2,109,Machine wash cold,cotton|deep|green|indo-western|emerald|co-ord set|dusky|office|summer monsoon|embroidered|casual|party,"A indo-western co-ord set in emerald with embroidered design. Crafted in Cotton (Machine wash cold). Perfect for Casual, Office, Party. Best suited for Deep, Dusky skin tones and Apple, Hourglass, Inverted Triangle, Rectangle body types. By Indya.",https://picsum.photos/seed/co-ord-set-emerald-257/600/800,https://www.myntra.com/co-ord-set-emerald?rawQuery=Embroidered+Emerald+Co-ord+Set+Office+Casual+Party,https://www.flipkart.com/search?q=Embroidered+Emerald+Co-ord+Set+Office+Casual+Party,https://meesho.com/search?q=co-ord-set+emerald
DRS0259,Regal Burnt Orange Salwar Suit,Salwar Suit,Burnt Orange,Orange,Deep|Dusky|Fair|Wheatish,Hourglass|Inverted Triangle,Casual|Wedding,Fusion,Cotton,Solid,Regular,Summer|Monsoon,Women,Fab India,₹500-₹1000,500,1000,716,1110,35.5,4.9,153,Machine wash cold,cotton|wedding|deep|orange|salwar suit|fair|fusion|solid|dusky|wheatish|summer monsoon|casual|burnt orange,"A fusion salwar suit in burnt orange with solid design. Crafted in Cotton (Machine wash cold). Perfect for Casual, Wedding. Best suited for Deep, Dusky, Fair, Wheatish skin tones and Hourglass, Inverted Triangle body types. By Fab India.",https://picsum.photos/seed/salwar-suit-burnt-orange-258/600/800,https://www.myntra.com/salwar-suit-burnt-orange?rawQuery=Regal+Burnt+Orange+Salwar+Suit+Casual+Wedding,https://www.flipkart.com/search?q=Regal+Burnt+Orange+Salwar+Suit+Casual+Wedding,https://meesho.com/search?q=salwar-suit+burnt-orange
DRS0260,Contemporary Ruby Maxi Dress,Maxi Dress,Ruby,Red,Fair|Wheatish,Apple|Hourglass|Inverted Triangle|Rectangle,Casual|Date Night|Party,Fusion,Cotton,Printed,Flowy,Summer|Monsoon,Women,Sangria,₹1000-₹3000,1000,3000,1841,2457,25.1,4.6,624,Machine wash cold,cotton|casual|maxi dress|fair|fusion|date night|ruby|printed|wheatish|summer monsoon|red|party,"A fusion maxi dress in ruby with printed design. Crafted in Cotton (Machine wash cold). Perfect for Casual, Date Night, Party. Best suited for Fair, Wheatish skin tones and Apple, Hourglass, Inverted Triangle, Rectangle body types. By Sangria.",https://picsum.photos/seed/maxi-dress-ruby-259/600/800,https://www.myntra.com/maxi-dress-ruby?rawQuery=Contemporary+Ruby+Maxi+Dress+Party+Date+Night+Casual,https://www.flipkart.com/search?q=Contemporary+Ruby+Maxi+Dress+Party+Date+Night+Casual,https://meesho.com/search?q=maxi-dress+ruby
DRS0261,Contemporary Violet Co-ord Set,Co-ord Set,Violet,Purple,Deep|Wheatish,Apple|Inverted Triangle|Pear|Rectangle,Casual|Date Night|Office,Western,Silk,Embroidered,Regular,Winter|Festive,Women,AND,₹1000-₹3000,1000,3000,1956,2489,21.4,4.1,816,Dry clean only,deep|winter festive|silk|date night|violet|co-ord set|office|wheatish|purple|embroidered|casual|western,"A western co-ord set in violet with embroidered design. Crafted in Silk (Dry clean only). Perfect for Casual, Date Night, Office. Best suited for Deep, Wheatish skin tones and Apple, Inverted Triangle, Pear, Rectangle body types. By AND.",https://picsum.photos/seed/co-ord-set-violet-260/600/800,https://www.myntra.com/co-ord-set-violet?rawQuery=Contemporary+Violet+Co-ord+Set+Casual+Date+Night+Office,https://www.flipkart.com/search?q=Contemporary+Violet+Co-ord+Set+Casual+Date+Night+Office,https://meesho.com/search?q=co-ord-set+violet
DRS0262,Luxe Lemon Saree,Saree,Lemon,Yellow,Deep|Dusky|Fair|Wheatish,Apple|Hourglass|Rectangle,Party,Fusion,Silk,Solid,Draped,Winter|Festive,Women,Janasya,₹8000+,8000,25000,9775,12282,20.4,4.3,219,Dry clean only,deep|winter festive|fair|fusion|silk|dusky|saree|lemon|wheatish|yellow|party|solid,"A fusion saree in lemon with solid design. Crafted in Silk (Dry clean only). Perfect for Party. Best suited for Deep, Dusky, Fair, Wheatish skin tones and Apple, Hourglass, Rectangle body types. By Janasya.",https://picsum.photos/seed/saree-lemon-261/600/800,https://www.myntra.com/saree-lemon?rawQuery=Luxe+Lemon+Saree+Party,https://www.flipkart.com/search?q=Luxe+Lemon+Saree+Party,https://meesho.com/search?q=saree+lemon
DRS0263,Graceful Cream Kurti Cream 2,Kurti,Cream,Neutral,Deep|Dusky|Fair|Wheatish,Pear|Rectangle,Casual|Office,Indo-Western,Silk,Embroidered,Regular,Winter|Festive,Women,Indya,₹500-₹1000,500,1000,844,953,11.4,4.3,558,Dry clean only,deep|winter festive|fair|kurti|silk|cream|neutral|indo-western|dusky|office|wheatish|embroidered|casual,"A indo-western kurti in cream with embroidered design. Crafted in Silk (Dry clean only). Perfect for Casual, Office. Best suited for Deep, Dusky, Fair, Wheatish skin tones and Pear, Rectangle body types. By Indya.",https://picsum.photos/seed/kurti-cream-262/600/800,https://www.myntra.com/kurti-cream?rawQuery=Graceful+Cream+Kurti+Office+Casual,https://www.flipkart.com/search?q=Graceful+Cream+Kurti+Office+Casual,https://meesho.com/search?q=kurti+cream
DRS0264,Minimal Lemon Saree,Saree,Lemon,Yellow,Deep|Dusky|Fair|Wheatish,Apple|Hourglass|Inverted Triangle,Date Night|Party|Wedding,Fusion,Silk,Printed,Draped,Winter|Festive,Women,Fab India,₹3000-₹8000,3000,8000,3806,4083,6.8,4.3,173,Dry clean only,wedding|deep|winter festive|fair|fusion|silk|date night|dusky|saree|printed|lemon|wheatish|yellow|party,"A fusion saree in lemon with printed design. Crafted in Silk (Dry clean only). Perfect for Date Night, Party, Wedding. Best suited for Deep, Dusky, Fair, Wheatish skin tones and Apple, Hourglass, Inverted Triangle body types. By Fab India.",https://picsum.photos/seed/saree-lemon-263/600/800,https://www.myntra.com/saree-lemon?rawQuery=Minimal+Lemon+Saree+Party+Wedding+Date+Night,https://www.flipkart.com/search?q=Minimal+Lemon+Saree+Party+Wedding+Date+Night,https://meesho.com/search?q=saree+lemon
DRS0265,Classic Lemon Kurti,Kurti,Lemon,Yellow,Deep|Dusky|Fair|Wheatish,Hourglass|Rectangle,Date Night|Festive|Office,Traditional,Cotton,Solid,Regular,Summer|Monsoon,Women,W,₹500-₹1000,500,1000,531,855,37.9,3.9,1716,Machine wash cold,cotton|festive|deep|fair|kurti|date night|dusky|office|lemon|summer monsoon|wheatish|yellow|solid|traditional,"A traditional kurti in lemon with solid design. Crafted in Cotton (Machine wash cold). Perfect for Date Night, Festive, Office. Best suited for Deep, Dusky, Fair, Wheatish skin tones and Hourglass, Rectangle body types. By W.",https://picsum.photos/seed/kurti-lemon-264/600/800,https://www.myntra.com/kurti-lemon?rawQuery=Classic+Lemon+Kurti+Festive+Office+Date+Night,https://www.flipkart.com/search?q=Classic+Lemon+Kurti+Festive+Office+Date+Night,https://meesho.com/search?q=kurti+lemon
DRS0266,Contemporary Burnt Orange Western Dress,Western Dress,Burnt Orange,Orange,Dusky|Fair|Wheatish,Apple|Hourglass|Inverted Triangle|Pear,Casual|Date Night|Party,Fusion,Georgette,Embroidered,Bodycon,All Season,Unisex,Lakshita,₹500-₹1000,500,1000,706,901,21.6,3.2,720,Hand wash cold,orange|fair|fusion|western dress|date night|dusky|wheatish|all season|georgette|embroidered|casual|party|burnt orange,"A fusion western dress in burnt orange with embroidered design. Crafted in Georgette (Hand wash cold). Perfect for Casual, Date Night, Party. Best suited for Dusky, Fair, Wheatish skin tones and Apple, Hourglass, Inverted Triangle, Pear body types. By Lakshita.",https://picsum.photos/seed/western-dress-burnt-orange-265/600/800,https://www.myntra.com/western-dress-burnt-orange?rawQuery=Contemporary+Burnt+Orange+Western+Dress+Date+Night+Casual+Party,https://www.flipkart.com/search?q=Contemporary+Burnt+Orange+Western+Dress+Date+Night+Casual+Party,https://meesho.com/search?q=western-dress+burnt-orange
DRS0267,Minimal Turquoise Maxi Dress,Maxi Dress,Turquoise,Blue,Dusky|Fair|Wheatish,Hourglass|Inverted Triangle|Pear,Party,Fusion,Georgette,Printed,Flowy,All Season,Women,Janasya,₹1000-₹3000,1000,3000,2491,3761,33.8,4.0,1213,Hand wash cold,blue|maxi dress|fair|fusion|turquoise|dusky|printed|wheatish|all season|georgette|party,"A fusion maxi dress in turquoise with printed design. Crafted in Georgette (Hand wash cold). Perfect for Party. Best suited for Dusky, Fair, Wheatish skin tones and Hourglass, Inverted Triangle, Pear body types. By Janasya.",https://picsum.photos/seed/maxi-dress-turquoise-266/600/800,https://www.myntra.com/maxi-dress-turquoise?rawQuery=Minimal+Turquoise+Maxi+Dress+Party,https://www.flipkart.com/search?q=Minimal+Turquoise+Maxi+Dress+Party,https://meesho.com/search?q=maxi-dress+turquoise
DRS0268,Luxe Taupe Maxi Dress,Maxi Dress,Taupe,Neutral,Dusky|Fair|Wheatish,Apple|Inverted Triangle|Pear|Rectangle,Festive,Western,Georgette,Floral,Flowy,All Season,Women,Forever 21,₹3000-₹8000,3000,8000,5779,7136,19.0,4.8,748,Hand wash cold,festive|maxi dress|fair|neutral|floral|dusky|taupe|wheatish|all season|georgette|western,"A western maxi dress in taupe with floral design. Crafted in Georgette (Hand wash cold). Perfect for Festive. Best suited for Dusky, Fair, Wheatish skin tones and Apple, Inverted Triangle, Pear, Rectangle body types. By Forever 21.",https://picsum.photos/seed/maxi-dress-taupe-267/600/800,https://www.myntra.com/maxi-dress-taupe?rawQuery=Luxe+Taupe+Maxi+Dress+Festive,https://www.flipkart.com/search?q=Luxe+Taupe+Maxi+Dress+Festive,https://meesho.com/search?q=maxi-dress+taupe
DRS0269,Handcrafted Lemon Lehenga,Lehenga,Lemon,Yellow,Deep|Fair|Wheatish,Apple|Hourglass|Pear|Rectangle,Wedding,Indo-Western,Net,Floral,Flared,Summer|Festive,Women,Anouk,₹8000+,8000,25000,11580,12531,7.6,4.5,165,Hand wash cold,wedding|deep|fair|indo-western|floral|net|lemon|lehenga|summer festive|yellow|wheatish,"A indo-western lehenga in lemon with floral design. Crafted in Net (Hand wash cold). Perfect for Wedding. Best suited for Deep, Fair, Wheatish skin tones and Apple, Hourglass, Pear, Rectangle body types. By Anouk.",https://picsum.photos/seed/lehenga-lemon-268/600/800,https://www.myntra.com/lehenga-lemon?rawQuery=Handcrafted+Lemon+Lehenga+Wedding,https://www.flipkart.com/search?q=Handcrafted+Lemon+Lehenga+Wedding,https://meesho.com/search?q=lehenga+lemon
DRS0270,Graceful Graphite Gown,Gown,Graphite,Black,Deep|Dusky|Fair|Wheatish,Hourglass|Pear|Rectangle,Date Night|Party|Wedding,Western,Georgette,Solid,Fitted,All Season,Unisex,AND,₹1000-₹3000,1000,3000,1509,2067,27.0,4.8,418,Hand wash cold,wedding|deep|party|fair|date night|gown|dusky|wheatish|all season|graphite|georgette|black|western|solid,"A western gown in graphite with solid design. Crafted in Georgette (Hand wash cold). Perfect for Date Night, Party, Wedding. Best suited for Deep, Dusky, Fair, Wheatish skin tones and Hourglass, Pear, Rectangle body types. By AND.",https://picsum.photos/seed/gown-graphite-269/600/800,https://www.myntra.com/gown-graphite?rawQuery=Graceful+Graphite+Gown+Party+Date+Night+Wedding,https://www.flipkart.com/search?q=Graceful+Graphite+Gown+Party+Date+Night+Wedding,https://meesho.com/search?q=gown+graphite
DRS0271,Contemporary Beige Gown Beige 3,Gown,Beige,Neutral,Deep|Dusky|Fair|Wheatish,Apple|Inverted Triangle|Rectangle,Date Night|Party|Wedding,Fusion,Net,Solid,Fitted,Summer|Festive,Unisex,Janasya,₹3000-₹8000,3000,8000,4569,4906,6.9,4.9,791,Hand wash cold,wedding|deep|fair|fusion|date night|neutral|gown|dusky|net|wheatish|beige|summer festive|party|solid,"A fusion gown in beige with solid design. Crafted in Net (Hand wash cold). Perfect for Date Night, Party, Wedding. Best suited for Deep, Dusky, Fair, Wheatish skin tones and Apple, Inverted Triangle, Rectangle body types. By Janasya.",https://picsum.photos/seed/gown-beige-270/600/800,https://www.myntra.com/gown-beige?rawQuery=Contemporary+Beige+Gown+Date+Night+Party+Wedding,https://www.flipkart.com/search?q=Contemporary+Beige+Gown+Date+Night+Party+Wedding,https://meesho.com/search?q=gown+beige
DRS0272,Statement Terracotta Gown,Gown,Terracotta,Orange,Deep|Dusky|Wheatish,Hourglass|Pear,Date Night|Wedding,Western,Silk,Embroidered,Fitted,Winter|Festive,Unisex,Vero Moda,₹3000-₹8000,3000,8000,4558,5076,10.2,3.9,173,Dry clean only,wedding|deep|orange|winter festive|terracotta|silk|date night|gown|dusky|wheatish|embroidered|western,"A western gown in terracotta with embroidered design. Crafted in Silk (Dry clean only). Perfect for Date Night, Wedding. Best suited for Deep, Dusky, Wheatish skin tones and Hourglass, Pear body types. By Vero Moda.",https://picsum.photos/seed/gown-terracotta-271/600/800,https://www.myntra.com/gown-terracotta?rawQuery=Statement+Terracotta+Gown+Date+Night+Wedding,https://www.flipkart.com/search?q=Statement+Terracotta+Gown+Date+Night+Wedding,https://meesho.com/search?q=gown+terracotta
DRS0273,Regal Sunflower Co-ord Set,Co-ord Set,Sunflower,Yellow,Deep|Dusky|Fair|Wheatish,Inverted Triangle|Pear,Casual|Office,Fusion,Silk,Floral,Regular,Winter|Festive,Women,Sangria,₹3000-₹8000,3000,8000,7393,9817,24.7,4.6,520,Dry clean only,sunflower|deep|winter festive|fair|fusion|silk|co-ord set|floral|dusky|office|wheatish|yellow|casual,"A fusion co-ord set in sunflower with floral design. Crafted in Silk (Dry clean only). Perfect for Casual, Office. Best suited for Deep, Dusky, Fair, Wheatish skin tones and Inverted Triangle, Pear body types. By Sangria.",https://picsum.photos/seed/co-ord-set-sunflower-272/600/800,https://www.myntra.com/co-ord-set-sunflower?rawQuery=Regal+Sunflower+Co-ord+Set+Office+Casual,https://www.flipkart.com/search?q=Regal+Sunflower+Co-ord+Set+Office+Casual,https://meesho.com/search?q=co-ord-set+sunflower
DRS0274,Minimal Royal Blue Lehenga,Lehenga,Royal Blue,Blue,Deep|Wheatish,Hourglass|Inverted Triangle|Pear|Rectangle,Festive,Fusion,Georgette,Embroidered,Flared,All Season,Women,Lakshita,₹3000-₹8000,3000,8000,6675,7911,15.6,4.1,537,Hand wash cold,festive|blue|deep|fusion|lehenga|all season|wheatish|georgette|embroidered|royal blue,"A fusion lehenga in royal blue with embroidered design. Crafted in Georgette (Hand wash cold). Perfect for Festive. Best suited for Deep, Wheatish skin tones and Hourglass, Inverted Triangle, Pear, Rectangle body types. By Lakshita.",https://picsum.photos/seed/lehenga-royal-blue-273/600/800,https://www.myntra.com/lehenga-royal-blue?rawQuery=Minimal+Royal+Blue+Lehenga+Festive,https://www.flipkart.com/search?q=Minimal+Royal+Blue+Lehenga+Festive,https://meesho.com/search?q=lehenga+royal-blue
DRS0275,Graceful Terracotta Gown,Gown,Terracotta,Orange,Deep|Dusky|Fair|Wheatish,Apple|Inverted Triangle|Pear|Rectangle,Party,Western,Silk,Solid,Fitted,Winter|Festive,Unisex,Vero Moda,₹1000-₹3000,1000,3000,1287,2137,39.8,4.3,986,Dry clean only,deep|orange|winter festive|fair|terracotta|silk|gown|dusky|wheatish|party|western|solid,"A western gown in terracotta with solid design. Crafted in Silk (Dry clean only). Perfect for Party. Best suited for Deep, Dusky, Fair, Wheatish skin tones and Apple, Inverted Triangle, Pear, Rectangle body types. By Vero Moda.",https://picsum.photos/seed/gown-terracotta-274/600/800,https://www.myntra.com/gown-terracotta?rawQuery=Graceful+Terracotta+Gown+Party,https://www.flipkart.com/search?q=Graceful+Terracotta+Gown+Party,https://meesho.com/search?q=gown+terracotta
DRS0276,Embroidered Violet Maxi Dress,Maxi Dress,Violet,Purple,Dusky|Fair,Apple|Pear|Rectangle,Casual|Festive|Party,Fusion,Georgette,Embroidered,Flowy,All Season,Women,Fab India,₹3000-₹8000,3000,8000,6456,7105,9.1,4.4,520,Hand wash cold,festive|maxi dress|fair|fusion|violet|dusky|all season|purple|georgette|embroidered|casual|party,"A fusion maxi dress in violet with embroidered design. Crafted in Georgette (Hand wash cold). Perfect for Casual, Festive, Party. Best suited for Dusky, Fair skin tones and Apple, Pear, Rectangle body types. By Fab India.",https://picsum.photos/seed/maxi-dress-violet-275/600/800,https://www.myntra.com/maxi-dress-violet?rawQuery=Embroidered+Violet+Maxi+Dress+Party+Casual+Festive,https://www.flipkart.com/search?q=Embroidered+Violet+Maxi+Dress+Party+Casual+Festive,https://meesho.com/search?q=maxi-dress+violet
DRS0277,Contemporary Taupe Salwar Suit,Salwar Suit,Taupe,Neutral,Deep|Dusky|Fair|Wheatish,Apple|Rectangle,Casual|Festive|Wedding,Fusion,Georgette,Floral,Regular,All Season,Women,Janasya,₹500-₹1000,500,1000,593,868,31.7,4.3,1850,Hand wash cold,festive|wedding|deep|fair|fusion|neutral|floral|dusky|taupe|wheatish|all season|georgette|casual|salwar suit,"A fusion salwar suit in taupe with floral design. Crafted in Georgette (Hand wash cold). Perfect for Casual, Festive, Wedding. Best suited for Deep, Dusky, Fair, Wheatish skin tones and Apple, Rectangle body types. By Janasya.",https://picsum.photos/seed/salwar-suit-taupe-276/600/800,https://www.myntra.com/salwar-suit-taupe?rawQuery=Contemporary+Taupe+Salwar+Suit+Wedding+Casual+Festive,https://www.flipkart.com/search?q=Contemporary+Taupe+Salwar+Suit+Wedding+Casual+Festive,https://meesho.com/search?q=salwar-suit+taupe
DRS0278,Minimal Plum Co-ord Set,Co-ord Set,Plum,Purple,Deep|Dusky|Fair|Wheatish,Pear|Rectangle,Date Night|Office,Western,Silk,Printed,Regular,Winter|Festive,Women,H&M,₹3000-₹8000,3000,8000,5281,7157,26.2,3.9,325,Dry clean only,deep|winter festive|fair|silk|plum|date night|co-ord set|dusky|printed|office|wheatish|purple|western,"A western co-ord set in plum with printed design. Crafted in Silk (Dry clean only). Perfect for Date Night, Office. Best suited for Deep, Dusky, Fair, Wheatish skin tones and Pear, Rectangle body types. By H&M.",https://picsum.photos/seed/co-ord-set-plum-277/600/800,https://www.myntra.com/co-ord-set-plum?rawQuery=Minimal+Plum+Co-ord+Set+Office+Date+Night,https://www.flipkart.com/search?q=Minimal+Plum+Co-ord+Set+Office+Date+Night,https://meesho.com/search?q=co-ord-set+plum
